booking_id;hotel;is_canceled;lead_time;arrival_date_week_number;booking_date;arrival_date;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;is_repeated_guest;previous_cancellations;assigned_room_type;booking_changes;deposit_type;agent;customer_type;required_car_parking_spaces;total_of_special_requests
9685;NF Hotel;1;161;53;2019-07-18;2019-12-26;26;1;0;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;8;No Contract (Single);0;0
9686;NF Hotel;1;62;53;2019-10-25;2019-12-26;26;1;1;2;2;0;HB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;1
9687;NF Hotel;1;91;53;2019-09-26;2019-12-26;26;1;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9688;NF Hotel;1;15;53;2019-12-11;2019-12-26;26;1;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9689;NF Hotel;1;83;53;2019-10-04;2019-12-26;26;1;3;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;242;No Contract (Single);0;1
9690;NF Hotel;1;65;53;2019-10-22;2019-12-26;26;1;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9691;NF Hotel;1;90;53;2019-09-27;2019-12-26;26;1;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9692;NF Hotel;1;155;53;2019-07-24;2019-12-26;26;1;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
9693;NF Hotel;1;168;53;2019-07-11;2019-12-26;26;1;4;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
9694;NF Hotel;1;161;53;2019-07-18;2019-12-26;26;1;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
9695;NF Hotel;1;126;53;2019-08-22;2019-12-26;26;2;5;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;314;No Contract (Group);0;0
9696;NF Hotel;1;98;53;2019-09-19;2019-12-26;26;2;5;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
9697;NF Hotel;1;172;53;2019-07-07;2019-12-26;26;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;2;No Deposit;240;No Contract (Single);0;1
9698;NF Hotel;1;126;53;2019-08-22;2019-12-26;26;2;5;1;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;314;No Contract (Group);0;0
9699;NF Hotel;1;126;53;2019-08-22;2019-12-26;26;2;5;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;314;No Contract (Group);0;0
9700;NF Hotel;1;258;53;2019-04-12;2019-12-26;26;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;156;No Contract (Single);0;0
9701;NF Hotel;1;172;53;2019-07-07;2019-12-26;26;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;2;No Deposit;240;No Contract (Single);0;1
9702;NF Hotel;1;126;53;2019-08-22;2019-12-26;26;2;5;1;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;314;No Contract (Group);0;0
9703;NF Hotel;1;125;53;2019-08-23;2019-12-26;26;2;5;2;2;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;314;No Contract (Single);0;0
9704;NF Hotel;1;288;53;2019-03-13;2019-12-26;26;3;6;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
9705;NF Hotel;1;288;53;2019-03-13;2019-12-26;26;3;6;2;2;0;HB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
9706;NF Hotel;1;12;53;2019-12-15;2019-12-27;27;0;1;1;0;0;BB;Unknown;Direct;0;0;A;1;No Deposit;0;No Contract (Single);0;0
9707;NF Hotel;1;12;53;2019-12-15;2019-12-27;27;0;1;1;0;0;BB;Unknown;Direct;0;0;A;1;No Deposit;0;No Contract (Single);0;0
9708;NF Hotel;1;135;53;2019-08-14;2019-12-27;27;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9709;NF Hotel;1;44;53;2019-11-13;2019-12-27;27;0;3;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
9710;NF Hotel;1;137;53;2019-08-12;2019-12-27;27;0;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9711;NF Hotel;1;122;53;2019-08-27;2019-12-27;27;0;4;2;0;0;BB;Unknown;Online TA;0;0;D;3;No Deposit;240;No Contract (Single);0;2
9712;NF Hotel;1;309;53;2019-02-21;2019-12-27;27;2;8;3;1;0;BB;Unknown;Direct;0;0;H;0;No Deposit;250;No Contract (Single);0;0
9713;NF Hotel;1;135;53;2019-08-15;2019-12-28;28;0;1;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;2
9714;NF Hotel;1;12;53;2019-12-16;2019-12-28;28;0;1;1;0;0;BB;Unknown;Corporate;0;0;C;0;No Deposit;0;No Contract (Single);0;0
9715;NF Hotel;1;10;53;2019-12-18;2019-12-28;28;0;2;2;0;0;BB;Unknown;Direct;0;0;E;0;No Deposit;250;No Contract (Single);0;0
9716;NF Hotel;1;119;53;2019-08-31;2019-12-28;28;0;2;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
9717;NF Hotel;1;335;53;2019-01-27;2019-12-28;28;0;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9718;NF Hotel;1;13;53;2019-12-15;2019-12-28;28;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9719;NF Hotel;1;294;53;2019-03-09;2019-12-28;28;2;4;1;0;0;HB;Unknown;Direct;0;0;A;1;No Deposit;250;No Contract (Single);0;0
9720;NF Hotel;1;131;53;2019-08-19;2019-12-28;28;2;8;1;0;0;Unknown;Unknown;Direct;0;0;E;0;No Deposit;0;No Contract (Single);0;2
9721;NF Hotel;1;16;53;2019-12-13;2019-12-29;29;0;3;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
9722;NF Hotel;1;64;53;2019-10-26;2019-12-29;29;0;3;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;0
9723;NF Hotel;1;9;53;2019-12-20;2019-12-29;29;0;3;2;0;0;BB;Unknown;Direct;0;0;A;5;No Deposit;0;No Contract (Single);0;1
9724;NF Hotel;1;182;53;2019-06-30;2019-12-29;29;0;3;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;0
9725;NF Hotel;1;258;53;2019-04-15;2019-12-29;29;4;8;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
9726;NF Hotel;1;258;53;2019-04-15;2019-12-29;29;4;8;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;0
9727;NF Hotel;1;51;53;2019-11-09;2019-12-30;30;0;1;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
9728;NF Hotel;1;31;53;2019-11-29;2019-12-30;30;0;2;2;0;0;Unknown;Unknown;Groups;0;0;E;0;No Deposit;0;No Contract (Group);0;1
9729;NF Hotel;1;95;53;2019-09-26;2019-12-30;30;0;2;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
9730;NF Hotel;1;131;53;2019-08-21;2019-12-30;30;0;2;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;1
9731;NF Hotel;1;70;53;2019-10-21;2019-12-30;30;0;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
9732;NF Hotel;1;317;53;2019-02-16;2019-12-30;30;0;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;8;No Contract (Single);0;0
9733;NF Hotel;1;238;53;2019-05-06;2019-12-30;30;0;2;2;1;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;242;No Contract (Single);0;0
9734;NF Hotel;1;187;53;2019-06-26;2019-12-30;30;0;2;2;1;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;1
9735;NF Hotel;1;44;53;2019-11-16;2019-12-30;30;0;2;2;1;0;HB;Unknown;Online TA;0;0;G;0;No Deposit;241;No Contract (Single);0;0
9736;NF Hotel;1;70;53;2019-10-21;2019-12-30;30;0;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
9737;NF Hotel;1;187;53;2019-06-26;2019-12-30;30;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;0
9738;NF Hotel;1;239;53;2019-05-05;2019-12-30;30;0;2;2;1;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;0
9739;NF Hotel;1;21;53;2019-12-09;2019-12-30;30;0;2;2;0;0;BB;Unknown;Direct;0;0;E;0;No Deposit;0;No Contract (Single);0;1
9740;NF Hotel;1;17;53;2019-12-13;2019-12-30;30;0;2;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
9741;NF Hotel;1;317;53;2019-02-16;2019-12-30;30;0;2;2;0;1;BB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;8;No Contract (Single);0;0
9742;NF Hotel;1;315;53;2019-02-18;2019-12-30;30;0;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;8;No Contract (Single);0;0
9743;NF Hotel;1;319;53;2019-02-14;2019-12-30;30;0;2;3;1;0;BB;Unknown;Online TA;0;0;H;1;No Deposit;240;No Contract (Single);0;0
9744;NF Hotel;1;66;53;2019-10-25;2019-12-30;30;0;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;5;No Contract (Single);0;1
9745;NF Hotel;1;196;53;2019-06-17;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;C;1;No Deposit;0;No Contract (Group);0;0
9746;NF Hotel;1;196;53;2019-06-17;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;A;0;No Deposit;0;No Contract (Group);0;0
9747;NF Hotel;1;11;53;2019-12-19;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;A;0;No Deposit;0;No Contract (Group);0;0
9748;NF Hotel;1;135;53;2019-08-17;2019-12-30;30;1;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9749;NF Hotel;1;109;53;2019-09-12;2019-12-30;30;1;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
9750;NF Hotel;1;72;53;2019-10-19;2019-12-30;30;1;2;2;0;0;BB;Unknown;Complementary;0;0;E;0;No Deposit;0;No Contract (Single);0;1
9751;NF Hotel;1;196;53;2019-06-17;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;A;0;No Deposit;0;No Contract (Group);0;0
9752;NF Hotel;1;156;53;2019-07-27;2019-12-30;30;1;2;2;0;0;BB;Unknown;Direct;0;0;E;0;No Deposit;0;No Contract (Single);0;0
9753;NF Hotel;1;196;53;2019-06-17;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;A;0;No Deposit;0;No Contract (Group);0;0
9754;NF Hotel;1;196;53;2019-06-17;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;A;0;No Deposit;0;No Contract (Group);0;0
9755;NF Hotel;1;72;53;2019-10-19;2019-12-30;30;1;2;2;0;0;BB;Unknown;Direct;0;0;E;0;No Deposit;0;No Contract (Single);0;0
9756;NF Hotel;1;135;53;2019-08-17;2019-12-30;30;1;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9757;NF Hotel;1;196;53;2019-06-17;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;A;0;No Deposit;0;No Contract (Group);0;0
9758;NF Hotel;1;62;53;2019-10-29;2019-12-30;30;1;2;2;0;0;BB;Unknown;Direct;0;0;A;2;No Deposit;250;No Contract (Single);0;1
9759;NF Hotel;1;11;53;2019-12-19;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;A;0;No Deposit;0;No Contract (Group);0;0
9760;NF Hotel;1;20;53;2019-12-10;2019-12-30;30;1;2;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0
9761;NF Hotel;1;196;53;2019-06-17;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;C;1;No Deposit;0;No Contract (Group);0;0
9762;NF Hotel;1;10;53;2019-12-20;2019-12-30;30;1;2;1;0;0;HB;Unknown;Groups;0;0;A;1;No Deposit;0;No Contract (Group);0;0
9763;NF Hotel;1;196;53;2019-06-17;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;A;1;No Deposit;0;No Contract (Group);0;0
9764;NF Hotel;1;196;53;2019-06-17;2019-12-30;30;1;2;2;0;0;HB;Unknown;Groups;0;0;A;0;No Deposit;0;No Contract (Group);0;0
9765;NF Hotel;1;2;53;2019-12-28;2019-12-30;30;2;2;1;0;0;BB;Unknown;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;2
9766;NF Hotel;1;280;53;2019-03-25;2019-12-30;30;2;2;2;1;0;BB;Unknown;Online TA;0;0;A;2;No Deposit;240;No Contract (Single);0;3
9767;NF Hotel;1;280;53;2019-03-25;2019-12-30;30;2;2;2;1;0;BB;Unknown;Online TA;0;0;A;2;No Deposit;240;No Contract (Single);0;1
9768;NF Hotel;1;99;53;2019-09-22;2019-12-30;30;2;3;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
9769;NF Hotel;1;319;53;2019-02-15;2019-12-31;31;0;1;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
9770;NF Hotel;1;42;53;2019-11-19;2019-12-31;31;1;1;2;0;0;BB;Unknown;Direct;0;0;G;0;No Deposit;0;No Contract (Group);0;0
9771;NF Hotel;1;284;53;2019-03-22;2019-12-31;31;1;1;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;2
9772;NF Hotel;1;42;53;2019-11-19;2019-12-31;31;1;1;2;0;0;BB;Unknown;Direct;0;0;G;0;No Deposit;0;No Contract (Group);0;0
9773;NF Hotel;1;78;53;2019-10-14;2019-12-31;31;1;1;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;1;No Deposit;181;No Contract (Single);0;0
9774;NF Hotel;1;130;53;2019-08-23;2019-12-31;31;2;4;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;3
9775;NF Hotel;1;55;53;2019-11-06;2019-12-31;31;2;5;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9776;NF Hotel;1;74;1;2019-10-19;2020-01-01;1;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;5;No Contract (Single);0;0
9777;NF Hotel;1;62;1;2019-10-31;2020-01-01;1;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9778;NF Hotel;1;62;1;2019-10-31;2020-01-01;1;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9779;NF Hotel;1;62;1;2019-10-31;2020-01-01;1;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9780;NF Hotel;1;71;1;2019-10-22;2020-01-01;1;2;2;1;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;241;No Contract (Single);0;1
9781;NF Hotel;1;88;1;2019-10-05;2020-01-01;1;2;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9782;NF Hotel;1;172;1;2019-07-13;2020-01-01;1;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9783;NF Hotel;1;168;1;2019-07-17;2020-01-01;1;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9784;NF Hotel;1;52;1;2019-11-10;2020-01-01;1;2;5;1;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9785;NF Hotel;1;25;1;2019-12-07;2020-01-01;1;4;10;1;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;10;No Contract (Single);0;0
9786;NF Hotel;1;42;1;2019-11-21;2020-01-02;2;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;0
9787;NF Hotel;1;42;1;2019-11-21;2020-01-02;2;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;0
9788;NF Hotel;1;143;1;2019-08-12;2020-01-02;2;1;1;2;0;0;BB;Unknown;Direct;0;0;A;1;No Deposit;250;No Contract (Single);0;1
9789;NF Hotel;1;89;1;2019-10-05;2020-01-02;2;1;3;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
9790;NF Hotel;1;131;1;2019-08-24;2020-01-02;2;1;3;2;0;0;BB;Unknown;Online TA;0;0;E;1;No Deposit;240;No Contract (Single);0;1
9791;NF Hotel;1;21;1;2019-12-12;2020-01-02;2;1;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9792;NF Hotel;1;89;1;2019-10-05;2020-01-02;2;1;3;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
9793;NF Hotel;1;48;1;2019-11-15;2020-01-02;2;1;4;2;0;0;BB;Unknown;Direct;0;0;A;1;No Deposit;250;No Contract (Single);0;2
9794;NF Hotel;1;31;1;2019-12-02;2020-01-02;2;1;4;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
9795;NF Hotel;1;47;1;2019-11-16;2020-01-02;2;1;4;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
9796;NF Hotel;1;20;1;2019-12-13;2020-01-02;2;1;5;2;1;1;BB;Unknown;Online TA;0;0;G;1;No Deposit;240;No Contract (Single);0;1
9797;NF Hotel;1;173;1;2019-07-13;2020-01-02;2;1;5;2;0;0;BB;Unknown;Online TA;0;0;G;2;No Deposit;242;No Contract (Single);0;1
9798;NF Hotel;1;36;1;2019-11-27;2020-01-02;2;3;7;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
9799;NF Hotel;1;23;1;2019-12-11;2020-01-03;3;0;2;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;0
9800;NF Hotel;1;46;1;2019-11-18;2020-01-03;3;0;3;2;1;0;BB;Unknown;Direct;0;0;G;0;No Deposit;250;No Contract (Single);0;0
9801;NF Hotel;1;56;1;2019-11-08;2020-01-03;3;0;4;3;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;2
9802;NF Hotel;1;56;1;2019-11-08;2020-01-03;3;0;4;2;1;0;BB;Unknown;Online TA;0;0;H;0;No Deposit;240;No Contract (Single);0;2
9803;NF Hotel;1;149;1;2019-08-07;2020-01-03;3;0;5;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
9804;NF Hotel;1;44;1;2019-11-20;2020-01-03;3;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9805;NF Hotel;1;68;1;2019-10-27;2020-01-03;3;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;1
9806;NF Hotel;1;6;1;2019-12-29;2020-01-04;4;0;1;1;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0
9807;NF Hotel;1;23;1;2019-12-12;2020-01-04;4;0;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9808;NF Hotel;1;43;1;2019-11-22;2020-01-04;4;1;4;2;0;0;BB;Unknown;Online TA;0;0;A;2;No Deposit;240;No Contract (Single);0;0
9809;NF Hotel;1;43;1;2019-11-22;2020-01-04;4;1;4;1;0;0;BB;Unknown;Online TA;0;0;A;2;No Deposit;240;No Contract (Single);0;0
9810;NF Hotel;1;112;1;2019-09-14;2020-01-04;4;2;4;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;2
9811;NF Hotel;1;59;1;2019-11-06;2020-01-04;4;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
9812;NF Hotel;1;65;1;2019-10-31;2020-01-04;4;2;8;3;1;0;BB;Unknown;Online TA;0;0;H;0;No Deposit;240;No Contract (Single);0;0
9813;NF Hotel;1;93;1;2019-10-04;2020-01-05;5;0;3;2;0;0;HB;Unknown;Online TA;0;0;A;1;No Deposit;339;No Contract (Single);0;0
9814;NF Hotel;1;4;1;2020-01-01;2020-01-05;5;0;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9815;NF Hotel;1;115;1;2019-09-12;2020-01-05;5;2;3;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
9816;NF Hotel;1;187;1;2019-07-02;2020-01-05;5;2;5;1;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
9817;NF Hotel;1;11;1;2019-12-26;2020-01-06;6;0;2;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;177;No Contract (Single);0;1
9818;NF Hotel;1;11;1;2019-12-26;2020-01-06;6;0;2;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;177;No Contract (Single);0;1
9819;NF Hotel;1;2;1;2020-01-04;2020-01-06;6;2;3;1;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9820;NF Hotel;1;32;1;2019-12-05;2020-01-06;6;2;6;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;0
9821;NF Hotel;1;27;1;2019-12-10;2020-01-06;6;4;10;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;0
9822;NF Hotel;1;15;1;2019-12-23;2020-01-07;7;0;1;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;0
9823;NF Hotel;1;42;1;2019-11-26;2020-01-07;7;0;1;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;0
9824;NF Hotel;1;86;1;2019-10-13;2020-01-07;7;1;1;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;2
9825;NF Hotel;1;23;1;2019-12-15;2020-01-07;7;2;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9826;NF Hotel;1;36;1;2019-12-02;2020-01-07;7;2;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9827;NF Hotel;1;66;1;2019-11-02;2020-01-07;7;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9828;NF Hotel;1;140;1;2019-08-20;2020-01-07;7;2;5;2;0;0;BB;Unknown;Online TA;0;0;C;1;No Deposit;240;No Contract (Single);0;2
9829;NF Hotel;1;113;2;2019-09-17;2020-01-08;8;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9830;NF Hotel;1;113;2;2019-09-17;2020-01-08;8;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9831;NF Hotel;1;102;2;2019-09-28;2020-01-08;8;2;3;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;2
9832;NF Hotel;1;52;2;2019-11-17;2020-01-08;8;2;3;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;0
9833;NF Hotel;1;85;2;2019-10-15;2020-01-08;8;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
9834;NF Hotel;1;125;2;2019-09-06;2020-01-09;9;1;2;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;2
9835;NF Hotel;1;161;2;2019-08-01;2020-01-09;9;2;5;1;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9836;NF Hotel;1;161;2;2019-08-01;2020-01-09;9;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9837;NF Hotel;1;154;2;2019-08-08;2020-01-09;9;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9838;NF Hotel;1;154;2;2019-08-08;2020-01-09;9;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9839;NF Hotel;1;0;2;2020-01-10;2020-01-10;10;0;1;2;0;0;BB;Unknown;Direct;0;0;G;0;No Deposit;0;No Contract (Single);0;0
9840;NF Hotel;1;322;2;2019-02-22;2020-01-10;10;16;40;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;8;No Contract (Single);0;0
9841;NF Hotel;1;1;2;2020-01-10;2020-01-11;11;0;1;1;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;10;No Contract (Single);0;0
9842;NF Hotel;1;0;2;2020-01-11;2020-01-11;11;0;1;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
9843;NF Hotel;1;2;2;2020-01-09;2020-01-11;11;0;1;1;0;0;BB;Unknown;Corporate;0;0;D;0;No Deposit;0;No Contract (Single);0;0
9844;NF Hotel;1;1;2;2020-01-10;2020-01-11;11;0;2;2;0;0;BB;Unknown;Complementary;0;0;D;0;No Deposit;15;No Contract (Single);0;0
9845;NF Hotel;1;5;2;2020-01-06;2020-01-11;11;0;2;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9846;NF Hotel;1;35;2;2019-12-07;2020-01-11;11;0;2;2;0;0;BB;Unknown;Online TA;0;0;E;1;No Deposit;240;No Contract (Single);0;1
9847;NF Hotel;1;37;2;2019-12-05;2020-01-11;11;0;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
9848;NF Hotel;1;58;2;2019-11-14;2020-01-11;11;4;10;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
9849;NF Hotel;1;60;2;2019-11-13;2020-01-12;12;0;3;1;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
9850;NF Hotel;1;129;2;2019-09-05;2020-01-12;12;2;3;2;0;0;HB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;0
