booking_id;hotel;is_canceled;lead_time;arrival_date_week_number;booking_date;arrival_date;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;is_repeated_guest;previous_cancellations;assigned_room_type;booking_changes;deposit_type;agent;company;customer_type;required_car_parking_spaces;total_of_special_requests
25552;Resort Hotel;0;98;27;20-03-2019;26-06-2019;26;2;4;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Group);0;0
25553;Resort Hotel;0;198;25;02-12-2018;18-06-2019;18;4;10;2;0;0;HB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;171;NULL;No Contract (Single);0;0
25554;Resort Hotel;0;98;27;20-03-2019;26-06-2019;26;2;4;3;0;0;BB;#I/T;Online TA;0;0;C;1;No Deposit;240;NULL;No Contract (Group);0;1
25555;Resort Hotel;0;171;26;05-01-2019;25-06-2019;25;2;5;2;0;0;HB;#I/T;Direct;0;0;F;0;No Deposit;250;NULL;No Contract (Single);1;1
25556;Resort Hotel;0;156;25;13-01-2019;18-06-2019;18;4;10;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;253;NULL;No Contract (Single);0;0
25557;Resort Hotel;0;0;27;30-06-2019;30-06-2019;30;0;2;2;1;0;BB;#I/T;Direct;0;0;E;0;No Deposit;250;NULL;No Contract (Single);1;0
25558;Resort Hotel;0;97;26;20-03-2019;25-06-2019;25;2;5;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;1
25559;Resort Hotel;0;171;26;05-01-2019;25-06-2019;25;2;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;2;No Deposit;143;NULL;No Contract (Single);0;0
25560;Resort Hotel;0;128;26;14-02-2019;22-06-2019;22;2;8;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;1
25561;Resort Hotel;0;2;27;29-06-2019;01-07-2019;1;0;1;2;1;0;BB;#I/T;Online TA;0;0;F;0;No Deposit;241;NULL;No Contract (Single);0;1
25562;Resort Hotel;0;3;27;27-06-2019;30-06-2019;30;0;2;2;2;0;BB;#I/T;Direct;0;0;H;0;No Deposit;250;NULL;No Contract (Single);1;0
25563;Resort Hotel;0;0;27;01-07-2019;01-07-2019;1;0;1;2;2;0;BB;#I/T;Online TA;0;0;G;0;No Deposit;240;NULL;No Contract (Single);0;0
25564;Resort Hotel;0;169;27;14-01-2019;02-07-2019;2;0;0;1;0;0;HB;#I/T;Online TA;0;0;I;1;No Deposit;240;NULL;No Contract (Single);0;1
25565;Resort Hotel;1;123;27;28-02-2019;01-07-2019;1;0;0;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;1
25566;Resort Hotel;0;160;27;17-01-2019;26-06-2019;26;2;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;243;NULL;Contract (Single);0;1
25567;Resort Hotel;0;172;27;07-01-2019;28-06-2019;28;0;5;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;2
25568;Resort Hotel;0;172;27;07-01-2019;28-06-2019;28;0;5;1;0;0;BB;#I/T;Online TA;0;0;D;1;No Deposit;240;NULL;No Contract (Single);0;2
25569;Resort Hotel;0;172;27;07-01-2019;28-06-2019;28;0;5;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;2
25570;Resort Hotel;0;160;27;17-01-2019;26-06-2019;26;2;5;2;0;0;HB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;243;NULL;Contract (Single);0;2
25571;Resort Hotel;0;160;27;17-01-2019;26-06-2019;26;2;5;2;0;0;HB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;243;NULL;Contract (Single);0;2
25572;Resort Hotel;0;60;27;01-05-2019;30-06-2019;30;0;3;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);1;0
25573;Resort Hotel;0;100;26;11-03-2019;19-06-2019;19;4;10;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;243;NULL;Contract (Single);0;1
25574;Resort Hotel;0;301;26;23-08-2018;20-06-2019;20;3;10;2;0;0;BB;#I/T;Online TA;0;0;D;0;No Deposit;147;NULL;No Contract (Single);0;0
25575;Resort Hotel;0;160;27;17-01-2019;26-06-2019;26;2;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;314;NULL;No Contract (Single);0;0
25576;Resort Hotel;0;100;26;11-03-2019;19-06-2019;19;4;10;2;0;0;HB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;243;NULL;Contract (Single);0;1
25577;Resort Hotel;0;60;27;01-05-2019;30-06-2019;30;0;3;2;1;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);1;0
25578;Resort Hotel;0;60;27;01-05-2019;30-06-2019;30;0;3;2;1;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;0
25579;Resort Hotel;0;60;27;01-05-2019;30-06-2019;30;0;3;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;0
25580;Resort Hotel;0;60;27;01-05-2019;30-06-2019;30;0;3;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;0
25581;Resort Hotel;0;60;27;01-05-2019;30-06-2019;30;0;3;2;0;0;BB;#I/T;Online TA;0;0;G;0;No Deposit;240;NULL;No Contract (Single);1;0
25582;Resort Hotel;0;104;26;11-03-2019;23-06-2019;23;2;8;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;243;NULL;Contract (Single);0;0
25583;Resort Hotel;0;167;27;10-01-2019;26-06-2019;26;2;5;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Group);1;0
25584;Resort Hotel;0;167;27;10-01-2019;26-06-2019;26;2;5;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Group);0;0
25585;Resort Hotel;0;197;27;11-12-2018;26-06-2019;26;2;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;E;0;No Deposit;171;NULL;No Contract (Single);0;0
25586;Resort Hotel;0;167;27;10-01-2019;26-06-2019;26;2;5;2;0;0;BB;#I/T;Online TA;0;0;C;0;No Deposit;240;NULL;No Contract (Group);0;0
25587;Resort Hotel;0;167;27;10-01-2019;26-06-2019;26;2;5;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Group);0;0
25588;Resort Hotel;0;10;27;22-06-2019;02-07-2019;2;0;1;2;0;0;BB;#I/T;Online TA;0;0;F;1;No Deposit;240;NULL;No Contract (Single);0;1
25589;Resort Hotel;0;156;27;27-01-2019;02-07-2019;2;0;1;2;0;0;BB;#I/T;Online TA;0;0;H;0;No Deposit;240;NULL;No Contract (Single);1;0
25590;Resort Hotel;0;182;27;27-12-2018;27-06-2019;27;1;5;2;1;0;BB;#I/T;Direct;0;0;A;1;No Deposit;NULL;NULL;No Contract (Group);1;2
25591;Resort Hotel;0;182;27;27-12-2018;27-06-2019;27;1;5;2;1;0;BB;#I/T;Direct;0;0;A;1;No Deposit;NULL;NULL;No Contract (Group);1;2
25592;Resort Hotel;0;182;27;27-12-2018;27-06-2019;27;1;5;2;1;1;BB;#I/T;Direct;0;0;C;0;No Deposit;NULL;NULL;No Contract (Group);1;3
25593;Resort Hotel;0;19;27;11-06-2019;30-06-2019;30;0;3;2;2;0;BB;#I/T;Online TA;0;0;G;0;No Deposit;240;NULL;No Contract (Single);1;0
25594;Resort Hotel;0;4;27;27-06-2019;01-07-2019;1;0;2;2;2;0;BB;#I/T;Online TA;0;0;G;0;No Deposit;240;NULL;No Contract (Single);1;0
25595;Resort Hotel;0;170;27;13-01-2019;02-07-2019;2;0;1;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;242;NULL;No Contract (Single);0;2
25596;Resort Hotel;0;170;27;13-01-2019;02-07-2019;2;0;1;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;242;NULL;No Contract (Single);1;2
25597;Resort Hotel;0;294;26;04-09-2018;25-06-2019;25;2;6;2;0;0;BB;#I/T;Online TA;0;0;A;1;No Deposit;240;NULL;No Contract (Single);0;2
25598;Resort Hotel;0;169;26;06-01-2019;24-06-2019;24;2;7;2;0;0;BB;#I/T;Online TA;0;0;F;1;No Deposit;241;NULL;No Contract (Single);0;1
25599;Resort Hotel;0;4;27;28-06-2019;02-07-2019;2;0;1;2;2;0;BB;#I/T;Online TA;0;0;G;0;No Deposit;240;NULL;No Contract (Single);1;0
25600;Resort Hotel;0;9;27;20-06-2019;29-06-2019;29;0;4;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;1
25601;Resort Hotel;0;170;27;13-01-2019;02-07-2019;2;0;1;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;242;NULL;No Contract (Single);0;2
25602;Resort Hotel;0;170;27;13-01-2019;02-07-2019;2;0;1;2;0;0;BB;#I/T;Online TA;0;0;F;0;No Deposit;242;NULL;No Contract (Single);1;2
25603;Resort Hotel;0;136;27;10-02-2019;26-06-2019;26;2;5;3;0;0;BB;#I/T;Direct;0;0;E;0;No Deposit;250;NULL;No Contract (Single);0;2
25604;Resort Hotel;0;8;27;23-06-2019;01-07-2019;1;0;2;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;240;NULL;No Contract (Group);1;0
25605;Resort Hotel;0;8;27;23-06-2019;01-07-2019;1;0;2;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;240;NULL;No Contract (Group);0;0
25606;Resort Hotel;0;71;27;20-04-2019;30-06-2019;30;1;3;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;241;NULL;No Contract (Single);0;2
25607;Resort Hotel;0;181;26;25-12-2018;24-06-2019;24;3;7;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;6;NULL;No Contract (Single);0;0
25608;Resort Hotel;0;167;26;04-01-2019;20-06-2019;20;4;10;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;128;NULL;No Contract (Single);0;1
25609;Resort Hotel;0;50;27;11-05-2019;30-06-2019;30;1;3;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;1
25610;Resort Hotel;0;173;27;04-01-2019;26-06-2019;26;3;5;1;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;0
25611;Resort Hotel;0;18;27;13-06-2019;01-07-2019;1;1;2;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;1
25612;Resort Hotel;0;0;28;03-07-2019;03-07-2019;3;1;0;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;306;NULL;No Contract (Single);1;0
25613;Resort Hotel;0;144;26;01-02-2019;25-06-2019;25;3;6;2;0;0;BB;#I/T;Offline TA/TO;0;0;E;0;No Deposit;8;NULL;No Contract (Single);1;0
25614;Resort Hotel;0;136;27;15-02-2019;01-07-2019;1;1;2;2;0;0;BB;#I/T;Direct;0;0;D;1;No Deposit;250;NULL;No Contract (Single);0;1
25615;Resort Hotel;0;39;27;22-05-2019;30-06-2019;30;1;3;2;0;0;BB;#I/T;Online TA;0;0;C;0;No Deposit;240;NULL;No Contract (Single);0;1
25616;Resort Hotel;0;2;28;01-07-2019;03-07-2019;3;1;0;2;0;0;BB;#I/T;Direct;0;0;A;0;No Deposit;250;NULL;No Contract (Single);0;0
25617;Resort Hotel;0;131;28;22-02-2019;03-07-2019;3;1;0;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;1
25618;Resort Hotel;0;139;27;10-02-2019;29-06-2019;29;1;4;2;0;0;HB;#I/T;Direct;0;0;D;0;No Deposit;250;NULL;No Contract (Single);1;0
25619;Resort Hotel;0;18;27;12-06-2019;30-06-2019;30;1;3;2;0;0;HB;#I/T;Direct;0;0;F;1;No Deposit;250;NULL;No Contract (Single);1;1
25620;Resort Hotel;0;229;27;10-11-2018;27-06-2019;27;2;5;2;0;0;HB;#I/T;Offline TA/TO;0;0;F;0;No Deposit;115;NULL;No Contract (Single);0;0
25621;Resort Hotel;0;25;28;08-06-2019;03-07-2019;3;1;0;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);1;1
25622;Resort Hotel;0;13;27;14-06-2019;27-06-2019;27;2;5;3;0;0;BB;#I/T;Direct;0;0;H;2;No Deposit;NULL;NULL;No Contract (Single);1;0
25623;Resort Hotel;0;0;28;03-07-2019;03-07-2019;3;1;0;1;0;0;BB;#I/T;Direct;0;0;A;0;No Deposit;250;NULL;No Contract (Group);0;0
25624;Resort Hotel;0;304;26;20-08-2018;20-06-2019;20;4;10;2;0;0;BB;#I/T;Offline TA/TO;0;0;E;0;No Deposit;40;NULL;Contract (Single);0;0
25625;Resort Hotel;0;226;27;16-11-2018;30-06-2019;30;1;3;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;2
25626;Resort Hotel;0;0;28;03-07-2019;03-07-2019;3;1;0;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;2
25627;Resort Hotel;0;174;27;05-01-2019;28-06-2019;28;1;5;3;0;0;BB;#I/T;Direct;0;0;F;0;No Deposit;250;NULL;No Contract (Single);0;1
25628;Resort Hotel;0;206;26;01-12-2018;25-06-2019;25;3;6;2;0;0;HB;#I/T;Offline TA/TO;0;0;A;1;No Deposit;177;NULL;No Contract (Group);0;1
25629;Resort Hotel;0;206;26;01-12-2018;25-06-2019;25;3;6;2;0;0;HB;#I/T;Offline TA/TO;0;0;A;1;No Deposit;177;NULL;No Contract (Group);0;1
25630;Resort Hotel;0;218;27;22-11-2018;28-06-2019;28;2;5;2;0;0;BB;#I/T;Online TA;0;0;D;0;No Deposit;240;NULL;No Contract (Single);0;1
25631;Resort Hotel;0;202;27;11-12-2018;01-07-2019;1;2;2;2;0;0;BB;#I/T;Offline TA/TO;0;0;E;0;No Deposit;314;NULL;No Contract (Single);0;0
25632;Resort Hotel;0;188;26;15-12-2018;21-06-2019;21;4;10;2;0;0;BB;#I/T;Online TA;0;0;C;0;No Deposit;242;NULL;No Contract (Single);0;1
25633;Resort Hotel;0;207;27;01-12-2018;26-06-2019;26;4;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;40;NULL;Contract (Single);0;1
25634;Resort Hotel;0;207;27;01-12-2018;26-06-2019;26;4;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;40;NULL;Contract (Single);0;1
25635;Resort Hotel;0;207;27;01-12-2018;26-06-2019;26;4;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;40;NULL;Contract (Single);0;1
25636;Resort Hotel;0;9;28;25-06-2019;04-07-2019;4;1;0;2;0;0;BB;#I/T;Online TA;0;0;F;0;No Deposit;240;360;No Contract (Group);0;0
25637;Resort Hotel;0;9;28;25-06-2019;04-07-2019;4;1;0;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Group);0;0
25638;Resort Hotel;0;169;26;03-01-2019;21-06-2019;21;4;10;2;0;0;BB;#I/T;Offline TA/TO;0;0;E;0;No Deposit;314;NULL;No Contract (Single);0;2
25639;Resort Hotel;0;169;26;03-01-2019;21-06-2019;21;4;10;2;1;0;BB;#I/T;Offline TA/TO;0;0;E;1;No Deposit;314;NULL;No Contract (Single);0;3
25640;Resort Hotel;0;9;28;25-06-2019;04-07-2019;4;1;0;2;0;0;BB;#I/T;Online TA;0;0;F;0;No Deposit;240;NULL;No Contract (Group);0;0
25641;Resort Hotel;0;9;28;25-06-2019;04-07-2019;4;1;0;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Group);0;0
25642;Resort Hotel;0;131;26;14-02-2019;25-06-2019;25;4;6;2;0;0;BB;#I/T;Online TA;0;0;D;0;No Deposit;240;NULL;No Contract (Single);1;1
25643;Resort Hotel;0;6;27;24-06-2019;30-06-2019;30;2;3;2;0;0;BB;#I/T;Online TA;0;0;C;0;No Deposit;240;NULL;No Contract (Single);1;2
25644;Resort Hotel;0;3;27;29-06-2019;02-07-2019;2;2;1;2;1;0;HB;#I/T;Direct;0;0;F;3;No Deposit;250;NULL;No Contract (Single);1;0
25645;Resort Hotel;0;73;27;20-04-2019;02-07-2019;2;2;1;2;0;0;HB;#I/T;Online TA;0;0;E;2;No Deposit;314;NULL;No Contract (Group);1;0
25646;Resort Hotel;0;16;27;14-06-2019;30-06-2019;30;2;3;2;0;0;BB;#I/T;Direct;0;0;F;0;No Deposit;250;NULL;No Contract (Single);0;0
25647;Resort Hotel;0;158;27;21-01-2019;28-06-2019;28;2;5;2;0;0;BB;#I/T;Direct;0;0;F;0;No Deposit;NULL;NULL;No Contract (Single);1;1
25648;Resort Hotel;0;174;27;07-01-2019;30-06-2019;30;2;3;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;240;NULL;No Contract (Single);0;1
25649;Resort Hotel;0;12;27;16-06-2019;28-06-2019;28;2;5;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;1
25650;Resort Hotel;0;0;28;04-07-2019;04-07-2019;4;1;0;2;0;0;BB;#I/T;Direct;0;0;E;0;No Deposit;NULL;NULL;No Contract (Single);1;0
25651;Resort Hotel;0;0;28;04-07-2019;04-07-2019;4;1;0;3;0;0;BB;#I/T;Direct;0;0;E;1;No Deposit;NULL;NULL;No Contract (Single);0;1
25652;Resort Hotel;0;0;9;27-02-2020;27-02-2020;27;1;1;3;0;0;BB;#I/T;Direct;1;0;C;0;No Deposit;NULL;NULL;No Contract (Group);0;1
25653;Resort Hotel;0;168;26;04-01-2019;21-06-2019;21;4;10;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;240;NULL;No Contract (Single);0;1
25654;Resort Hotel;0;8;27;24-06-2019;02-07-2019;2;2;1;2;2;0;BB;#I/T;Online TA;0;0;G;0;No Deposit;240;NULL;No Contract (Single);1;0
25655;Resort Hotel;0;224;27;16-11-2018;28-06-2019;28;2;6;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;2
25656;Resort Hotel;0;167;27;13-01-2019;29-06-2019;29;2;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;171;NULL;No Contract (Single);0;0
25657;Resort Hotel;0;6;28;28-06-2019;04-07-2019;4;1;1;1;0;0;BB;#I/T;Corporate;0;0;A;0;No Deposit;NULL;154;No Contract (Single);0;0
25658;Resort Hotel;0;258;27;14-10-2018;29-06-2019;29;2;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;40;NULL;No Contract (Single);0;2
25659;Resort Hotel;0;170;21;04-12-2019;22-05-2020;22;1;4;2;0;0;BB;#I/T;Offline TA/TO;1;0;D;2;No Deposit;40;NULL;Contract (Single);0;2
25660;Resort Hotel;0;168;26;05-01-2019;22-06-2019;22;4;10;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;240;NULL;No Contract (Single);0;1
25661;Resort Hotel;0;0;28;05-07-2019;05-07-2019;5;0;1;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;0
25662;Resort Hotel;0;169;26;04-01-2019;22-06-2019;22;4;10;2;0;0;BB;#I/T;Offline TA/TO;0;0;E;0;No Deposit;163;NULL;No Contract (Single);0;0
25663;Resort Hotel;0;164;27;17-01-2019;30-06-2019;30;2;4;2;0;0;HB;#I/T;Offline TA/TO;0;0;E;1;No Deposit;314;NULL;No Contract (Single);0;0
25664;Resort Hotel;0;162;27;18-01-2019;29-06-2019;29;2;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;171;NULL;No Contract (Single);0;0
25665;Resort Hotel;0;209;26;25-11-2018;22-06-2019;22;4;10;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;171;NULL;No Contract (Single);0;0
25666;Resort Hotel;0;82;27;09-04-2019;30-06-2019;30;2;4;2;2;0;BB;#I/T;Offline TA/TO;0;0;C;0;No Deposit;5;NULL;No Contract (Single);1;0
25667;Resort Hotel;0;29;28;06-06-2019;05-07-2019;5;0;1;2;0;0;BB;#I/T;Online TA;0;0;C;0;No Deposit;241;NULL;No Contract (Single);0;1
25668;Resort Hotel;0;17;27;15-06-2019;02-07-2019;2;2;2;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;240;NULL;No Contract (Single);1;1
25669;Resort Hotel;0;144;27;03-02-2019;27-06-2019;27;3;6;1;0;0;HB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;69;NULL;No Contract (Single);0;1
25670;Resort Hotel;0;135;27;11-02-2019;26-06-2019;26;4;6;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;75;NULL;No Contract (Single);1;0
25671;Resort Hotel;0;144;27;03-02-2019;27-06-2019;27;3;6;1;0;0;HB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;69;NULL;No Contract (Single);0;1
25672;Resort Hotel;0;0;28;05-07-2019;05-07-2019;5;0;1;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);1;1
25673;Resort Hotel;0;144;27;03-02-2019;27-06-2019;27;3;6;1;0;0;HB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;69;NULL;No Contract (Single);0;1
25674;Resort Hotel;0;217;26;17-11-2018;22-06-2019;22;4;10;2;0;0;BB;#I/T;Online TA;0;0;D;0;No Deposit;240;NULL;No Contract (Single);0;2
25675;Resort Hotel;0;335;25;22-07-2019;21-06-2020;21;4;10;2;0;0;BB;#I/T;Direct;1;0;D;0;No Deposit;NULL;NULL;No Contract (Single);0;2
25676;Resort Hotel;0;0;28;05-07-2019;05-07-2019;5;0;1;2;0;0;BB;#I/T;Online TA;0;0;F;0;No Deposit;241;NULL;No Contract (Single);1;1
25677;Resort Hotel;0;172;27;06-01-2019;27-06-2019;27;3;7;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;2;NULL;Contract (Single);0;0
25678;Resort Hotel;0;173;27;05-01-2019;27-06-2019;27;3;7;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;26;NULL;No Contract (Single);0;1
25679;Resort Hotel;0;173;27;05-01-2019;27-06-2019;27;3;7;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;26;NULL;No Contract (Single);0;0
25680;Resort Hotel;0;160;27;17-01-2019;26-06-2019;26;4;7;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;243;NULL;Contract (Single);0;0
25681;Resort Hotel;0;166;27;12-01-2019;27-06-2019;27;3;7;2;0;0;BB;#I/T;Offline TA/TO;0;0;E;0;No Deposit;6;NULL;No Contract (Single);0;1
25682;Resort Hotel;0;133;27;17-02-2019;30-06-2019;30;2;5;2;0;0;HB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;243;NULL;Contract (Single);0;1
25683;Resort Hotel;0;1;28;03-07-2019;04-07-2019;4;1;2;3;1;0;BB;#I/T;Online TA;0;0;H;0;No Deposit;240;NULL;No Contract (Single);1;0
25684;Resort Hotel;0;17;28;17-06-2019;04-07-2019;4;1;2;2;0;0;BB;#I/T;Direct;0;0;F;0;No Deposit;250;NULL;No Contract (Single);0;0
25685;Resort Hotel;0;8;28;27-06-2019;05-07-2019;5;0;2;3;1;0;BB;#I/T;Online TA;0;0;G;0;No Deposit;240;NULL;No Contract (Group);0;0
25686;Resort Hotel;0;85;28;09-04-2019;03-07-2019;3;2;2;2;1;0;FB;#I/T;Offline TA/TO;0;0;A;2;No Deposit;5;NULL;No Contract (Group);1;0
25687;Resort Hotel;0;8;28;27-06-2019;05-07-2019;5;0;2;2;2;0;BB;#I/T;Online TA;0;0;H;0;No Deposit;240;NULL;No Contract (Group);0;0
25688;Resort Hotel;0;17;28;16-06-2019;03-07-2019;3;2;2;2;1;0;HB;#I/T;Direct;0;0;A;0;No Deposit;NULL;NULL;No Contract (Single);0;1
25689;Resort Hotel;0;111;27;11-03-2019;30-06-2019;30;2;5;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;327;NULL;No Contract (Single);0;1
25690;Resort Hotel;0;9;28;27-06-2019;06-07-2019;6;0;1;2;0;0;BB;#I/T;Online TA;0;0;D;0;No Deposit;240;NULL;No Contract (Single);1;1
25691;Resort Hotel;0;230;27;10-11-2018;28-06-2019;28;2;7;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;240;NULL;No Contract (Single);0;1
25692;Resort Hotel;0;177;26;28-12-2018;23-06-2019;23;4;10;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;40;NULL;Contract (Single);1;0
25693;Resort Hotel;0;177;26;28-12-2018;23-06-2019;23;4;10;2;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;40;NULL;Contract (Single);0;0
25694;Resort Hotel;0;164;27;17-01-2019;30-06-2019;30;2;5;2;0;0;HB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;243;NULL;Contract (Single);0;1
25695;Resort Hotel;0;61;28;05-05-2019;05-07-2019;5;0;2;2;2;0;BB;#I/T;Direct;0;0;C;0;No Deposit;NULL;NULL;No Contract (Single);0;1
25696;Resort Hotel;0;61;28;05-05-2019;05-07-2019;5;0;2;2;0;0;BB;#I/T;Direct;0;0;F;1;No Deposit;NULL;NULL;No Contract (Single);1;1
25697;Resort Hotel;0;61;28;05-05-2019;05-07-2019;5;0;2;3;0;0;BB;#I/T;Direct;0;0;F;0;No Deposit;NULL;NULL;No Contract (Single);1;2
25698;Resort Hotel;0;3;28;05-07-2019;08-07-2019;8;1;2;3;0;0;BB;#I/T;Online TA;0;0;C;0;No Deposit;241;NULL;No Contract (Single);0;0
25699;Resort Hotel;0;30;28;08-06-2019;08-07-2019;8;0;0;1;0;0;BB;#I/T;Corporate;0;0;A;0;No Deposit;NULL;154;No Contract (Single);0;0
25700;Resort Hotel;0;130;26;14-02-2019;24-06-2019;24;4;10;2;0;0;BB;#I/T;Online TA;0;0;D;0;No Deposit;240;NULL;No Contract (Single);1;1
25701;Resort Hotel;0;0;28;07-07-2019;07-07-2019;7;0;1;2;0;0;BB;#I/T;Direct;0;0;A;0;No Deposit;NULL;NULL;No Contract (Single);1;0
25702;Resort Hotel;0;60;28;09-05-2019;08-07-2019;8;1;2;2;0;0;BB;#I/T;Direct;0;0;E;2;No Deposit;NULL;NULL;No Contract (Single);1;0
25703;Resort Hotel;0;47;32;26-06-2020;12-08-2020;12;0;1;2;0;0;BB;#I/T;Online TA;1;0;A;0;No Deposit;NULL;NULL;No Contract (Single);0;1
25704;Resort Hotel;0;176;27;05-01-2019;30-06-2019;30;2;6;2;2;0;BB;#I/T;Online TA;0;0;C;1;No Deposit;242;NULL;No Contract (Single);0;3
25705;Resort Hotel;0;181;28;04-01-2019;04-07-2019;4;1;3;2;0;0;Undefined;#I/T;Direct;0;0;F;1;No Deposit;250;NULL;No Contract (Single);1;0
25706;Resort Hotel;0;6;28;01-07-2019;07-07-2019;7;0;1;1;0;0;BB;#I/T;Corporate;0;0;D;0;No Deposit;NULL;331;No Contract (Single);0;0
